Corrida con 
individuos : 40
cr : 0.9
f = 0.3
1: Viorest: 0.0019493, aptitud: 1000, vector: 0.480831    0.0517471     0.478882     0.359539     -43.6813
270: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
271: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
272: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
273: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
274: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
275: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
276: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
277: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
278: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
279: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
280: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
281: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
282: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
283: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
284: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
285: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
286: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
287: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
288: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
289: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
290: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
291: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
292: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
293: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
294: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
295: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
296: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
297: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
298: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
299: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
300: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
301: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
302: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
303: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
304: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
305: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
306: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
307: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
308: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
309: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
310: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
311: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
312: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
313: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
314: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
315: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
316: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
317: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
318: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
319: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
320: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
321: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
322: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
323: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
324: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
325: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
326: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
327: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
328: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
329: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
330: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
331: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
332: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
333: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
334: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
335: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
336: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
337: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
338: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
339: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
340: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
341: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
342: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
343: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
344: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
345: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
346: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
347: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
348: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
349: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
350: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
351: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
352: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
353: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
354: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
355: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
356: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
357: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
358: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
359: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
360: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
361: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
362: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
363: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
364: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
365: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
366: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
367: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
368: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
369: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
370: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
371: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
372: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
373: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
374: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
375: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
376: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
377: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
378: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
379: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
380: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
381: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
382: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
383: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
384: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
385: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
386: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
387: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
388: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
389: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
390: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
391: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
392: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
393: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
394: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
395: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
396: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
397: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
398: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
399: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
400: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
401: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
402: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
403: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
404: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
405: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
406: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
407: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
408: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
409: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
410: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
411: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
412: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
413: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
414: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
415: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
416: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
417: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
418: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
419: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
420: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
421: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
422: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
423: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
424: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
425: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
426: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
427: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
428: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
429: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
430: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
431: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
432: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
433: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
434: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
435: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
436: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
437: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
438: Viorest: 0, aptitud: 0.5576, vector: 0.43401    0.096784     0.45764      0.2824     -0.2211
439: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
440: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
441: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
442: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
443: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
444: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
445: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
446: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
447: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
448: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
449: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
450: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
451: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
452: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
453: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
454: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
455: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
456: Viorest: 0, aptitud: 0.52367, vector: 0.49744    0.067511     0.49744     0.46706    -0.48372
